Function Name,deprecated_info,Function call
get_data,"deprecated_in=""3.0""",viz.get_data
query_obj,"deprecated_in=""3.0""",viz.query_obj
get_data,"deprecated_in=""3.0""",viz.get_data
query_obj,"deprecated_in=""3.0""",viz.query_obj
labelify,"deprecated_in=""3.0""",viz.labelify
get_data,"deprecated_in=""3.0""",viz.get_data
query_obj,"deprecated_in=""3.0""",viz.query_obj
get_data,"deprecated_in=""3.0""",viz.get_data
query_obj,"deprecated_in=""3.0""",viz.query_obj
get_data,"deprecated_in=""3.0""",viz.get_data
find_cycle,"deprecated_in=""3.0""",viz.find_cycle
visit,"deprecated_in=""3.0""",viz.visit
query_obj,"deprecated_in=""3.0""",viz.query_obj
get_data,"deprecated_in=""3.0""",viz.get_data
query_obj,"deprecated_in=""3.0""",viz.query_obj
get_data,"deprecated_in=""3.0""",viz.get_data
query_obj,"deprecated_in=""3.0""",viz.query_obj
get_data,"deprecated_in=""3.0""",viz.get_data
query_obj,"deprecated_in=""3.0""",viz.query_obj
get_data,"deprecated_in=""3.0""",viz.get_data
query_obj,"deprecated_in=""3.0""",viz.query_obj
get_data,"deprecated_in=""3.0""",viz.get_data
query_obj,"deprecated_in=""3.0""",viz.query_obj
get_data,"deprecated_in=""3.0""",viz.get_data
query_obj,"deprecated_in=""3.0""",viz.query_obj
get_data,"deprecated_in=""3.0""",viz.get_data
get_metrics,"deprecated_in=""3.0""",viz.get_metrics
process_spatial_query_obj,"deprecated_in=""3.0""",viz.process_spatial_query_obj
get_spatial_columns,"deprecated_in=""3.0""",viz.get_spatial_columns
parse_coordinates,"deprecated_in=""3.0""",viz.parse_coordinates
reverse_geohash_decode,"deprecated_in=""3.0""",viz.reverse_geohash_decode
reverse_latlong,"deprecated_in=""3.0""",viz.reverse_latlong
process_spatial_data_obj,"deprecated_in=""3.0""",viz.process_spatial_data_obj
add_null_filters,"deprecated_in=""3.0""",viz.add_null_filters
query_obj,"deprecated_in=""3.0""",viz.query_obj
get_js_columns,"deprecated_in=""3.0""",viz.get_js_columns
get_data,"deprecated_in=""3.0""",viz.get_data
get_properties,"deprecated_in=""3.0""",viz.get_properties
query_obj,"deprecated_in=""3.0""",viz.query_obj
get_metrics,"deprecated_in=""3.0""",viz.get_metrics
get_properties,"deprecated_in=""3.0""",viz.get_properties
get_data,"deprecated_in=""3.0""",viz.get_data
query_obj,"deprecated_in=""3.0""",viz.query_obj
get_properties,"deprecated_in=""3.0""",viz.get_properties
get_data,"deprecated_in=""3.0""",viz.get_data
get_properties,"deprecated_in=""3.0""",viz.get_properties
get_data,"deprecated_in=""3.0""",viz.get_data
geohash_to_json,"deprecated_in=""3.0""",viz.geohash_to_json
query_obj,"deprecated_in=""3.0""",viz.query_obj
get_properties,"deprecated_in=""3.0""",viz.get_properties
get_data,"deprecated_in=""3.0""",viz.get_data
query_obj,"deprecated_in=""3.0""",viz.query_obj
get_metrics,"deprecated_in=""3.0""",viz.get_metrics
get_properties,"deprecated_in=""3.0""",viz.get_properties
get_properties,"deprecated_in=""3.0""",viz.get_properties
get_data,"deprecated_in=""3.0""",viz.get_data
query_obj,"deprecated_in=""3.0""",viz.query_obj
get_properties,"deprecated_in=""3.0""",viz.get_properties
query_obj,"deprecated_in=""3.0""",viz.query_obj
get_properties,"deprecated_in=""3.0""",viz.get_properties
get_data,"deprecated_in=""3.0""",viz.get_data
query_obj,"deprecated_in=""3.0""",viz.query_obj
get_data,"deprecated_in=""3.0""",viz.get_data
query_obj,"deprecated_in=""3.0""",viz.query_obj
get_data,"deprecated_in=""3.0""",viz.get_data
get_data,"deprecated_in=""3.0""",viz.get_data
query_obj,"deprecated_in=""3.0""",viz.query_obj
levels_for,"deprecated_in=""3.0""",viz.levels_for
levels_for_diff,"deprecated_in=""3.0""",viz.levels_for_diff
levels_for_time,"deprecated_in=""3.0""",viz.levels_for_time
nest_values,"deprecated_in=""3.0""",viz.nest_values
nest_procs,"deprecated_in=""3.0""",viz.nest_procs
get_data,"deprecated_in=""3.0""",viz.get_data
get_subclasses,"deprecated_in=""3.0""",viz.get_subclasses
normalize_indexes,"deprecated_in=""3.0""",bigquery.normalize_indexes
normalize_indexes,"deprecated_in=""3.0""",base.normalize_indexes
api_read,"eol_version=""5.0.0""",css_templates.api_read
store,"eol_version=""5.0.0""",key_value.store
get_value,"eol_version=""5.0.0""",key_value.get_value
explore_json_data,"eol_version=""5.0.0""",core.explore_json_data
explore_json,"eol_version=""5.0.0""",core.explore_json
warm_up_cache,"new_target=""api/v1/chart/warm_up_cache/""",core.warm_up_cache
fetch_datasource_metadata,"new_target=""api/v1/database/<int:pk>/table/<path:table_name>/<schema_name>/""",core.fetch_datasource_metadata
sqllab_history,"new_target=""/sqllab/history""",core.sqllab_history
save,"new_target=""/api/v1/dataset/<int:pk>""",views.save
get,"new_target=""/api/v1/dataset/<int:pk>""",views.get
